index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_events,oracle_events,non_vacuous_oracle_events
229,56958,valueType,1,42,2,31,,"[74215, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 14, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 14, ""numerator"": 3}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 14, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 18, ""numerator"": 8}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 1}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
231,65737,valueRequiresStatement,1,41,1,28,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 45, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 45, ""numerator"": 29}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 16, ""numerator"": 0}, ""srr"": {""denominator"": 28, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 45, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 48, ""numerator"": 32}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 16, ""numerator"": 0}, ""srr"": {""denominator"": 28, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
233,53442,conflictWith,1,42,22,22,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74196, 74215]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 51, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 64, ""numerator"": 35}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 31, ""numerator"": 2}, ""srr"": {""denominator"": 19, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 51, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 64, ""numerator"": 35}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 31, ""numerator"": 2}, ""srr"": {""denominator"": 19, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 51, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 23}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 31, ""numerator"": 2}, ""srr"": {""denominator"": 19, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
237,52397,valueRequiresStatement,1,41,1,29,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 37, ""numerator"": 24}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 13, ""numerator"": 0}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 34}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 13, ""numerator"": 3}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
238,63734,itemRequiresStatement,1,41,1,28,,"[74195, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 34, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 34, ""numerator"": 20}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 0}, ""srr"": {""denominator"": 19, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 34, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 40, ""numerator"": 27}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 1}, ""srr"": {""denominator"": 19, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
240,68987,itemRequiresStatement,1,41,1,28,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 10, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 10, ""numerator"": 6}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 10, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 14, ""numerator"": 10}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
242,68753,itemRequiresStatement,1,41,1,28,,"[74215, 74214, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 15, ""numerator"": 6}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 10}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
251,73060,inverse,1,42,2,31,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 23, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 23, ""numerator"": 12}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 11, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 23, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 24, ""numerator"": 13}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 11, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
254,73973,valueType,1,46,6,35,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 51, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 51, ""numerator"": 44}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 0}, ""srr"": {""denominator"": 43, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 51, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 72, ""numerator"": 65}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 0}, ""srr"": {""denominator"": 43, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
257,53442,conflictWith,1,42,22,22,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74196, 74215]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 44, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 56, ""numerator"": 31}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 27, ""numerator"": 2}, ""srr"": {""denominator"": 16, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 44, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 56, ""numerator"": 31}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 27, ""numerator"": 2}, ""srr"": {""denominator"": 16, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 44, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 45, ""numerator"": 20}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 27, ""numerator"": 2}, ""srr"": {""denominator"": 16, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
258,52830,single,1,42,22,22,23,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74197]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 32, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 36}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 23, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 32, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 36}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 23, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 32, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 32, ""numerator"": 24}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 23, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
260,52397,valueRequiresStatement,1,41,1,30,,"[74215, 74214, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 15, ""numerator"": 6}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 3}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
261,58878,conflictWith,1,42,22,23,22,"[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74196, 74197]",1,1,1,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 81, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 82, ""numerator"": 34}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 50, ""numerator"": 2}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 81, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 105, ""numerator"": 57}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 50, ""numerator"": 2}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 81, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 82, ""numerator"": 34}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 50, ""numerator"": 2}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
